Schema;Table;schematable;Column_ID;Column;constraint;primary table;pk column name;constraint column;foreign key constraint;domain
Person;Person;PersonPerson;4;Title;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;Person;PersonPerson;4;Title;NULL;NULL;NULL;NULL;NULL;Name
Person;Person;PersonPerson;4;Title;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;Person;PersonPerson;4;Title;NULL;NULL;NULL;NULL;NULL;Phone
Person;Person;PersonPerson;5;FirstName;NULL;NULL;NULL;NULL;NULL;nvarchar
Person;Person;PersonPerson;5;FirstName;NULL;NULL;NULL;NULL;NULL;sysname
Person;Person;PersonPerson;5;FirstName;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;Person;PersonPerson;5;FirstName;NULL;NULL;NULL;NULL;NULL;Name
Person;Person;PersonPerson;5;FirstName;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;Person;PersonPerson;5;FirstName;NULL;NULL;NULL;NULL;NULL;Phone
Person;Person;PersonPerson;6;MiddleName;NULL;NULL;NULL;NULL;NULL;nvarchar
Person;Person;PersonPerson;6;MiddleName;NULL;NULL;NULL;NULL;NULL;sysname
Person;Person;PersonPerson;6;MiddleName;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;Person;PersonPerson;6;MiddleName;NULL;NULL;NULL;NULL;NULL;Name
Person;Person;PersonPerson;6;MiddleName;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;Person;PersonPerson;6;MiddleName;NULL;NULL;NULL;NULL;NULL;Phone
Person;Person;PersonPerson;7;LastName;NULL;NULL;NULL;NULL;NULL;nvarchar
Person;Person;PersonPerson;7;LastName;NULL;NULL;NULL;NULL;NULL;sysname
Person;Person;PersonPerson;7;LastName;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;Person;PersonPerson;7;LastName;NULL;NULL;NULL;NULL;NULL;Name
Person;Person;PersonPerson;7;LastName;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;Person;PersonPerson;7;LastName;NULL;NULL;NULL;NULL;NULL;Phone
Person;Person;PersonPerson;8;Suffix;NULL;NULL;NULL;NULL;NULL;nvarchar
Person;Person;PersonPerson;8;Suffix;NULL;NULL;NULL;NULL;NULL;sysname
Person;Person;PersonPerson;8;Suffix;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;Person;PersonPerson;8;Suffix;NULL;NULL;NULL;NULL;NULL;Name
Person;Person;PersonPerson;8;Suffix;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;Person;PersonPerson;8;Suffix;NULL;NULL;NULL;NULL;NULL;Phone
Person;Person;PersonPerson;9;EmailPromotion;NULL;NULL;NULL;NULL;NULL;int
Person;Person;PersonPerson;10;AdditionalContactInfo;NULL;NULL;NULL;NULL;NULL;xml
Person;Person;PersonPerson;11;Demographics;NULL;NULL;NULL;NULL;NULL;xml
Person;Person;PersonPerson;12;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Person;Person;PersonPerson;13;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Person;PersonPhone;PersonPersonPhone;1;BusinessEntityID;>-;Person.Person;BusinessEntityID;1;FK_PersonPhone_Person_BusinessEntityID;int
Person;PersonPhone;PersonPersonPhone;2;PhoneNumber;NULL;NULL;NULL;NULL;NULL;nvarchar
Person;PersonPhone;PersonPersonPhone;2;PhoneNumber;NULL;NULL;NULL;NULL;NULL;sysname
Person;PersonPhone;PersonPersonPhone;2;PhoneNumber;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;PersonPhone;PersonPersonPhone;2;PhoneNumber;NULL;NULL;NULL;NULL;NULL;Name
Person;PersonPhone;PersonPersonPhone;2;PhoneNumber;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;PersonPhone;PersonPersonPhone;2;PhoneNumber;NULL;NULL;NULL;NULL;NULL;Phone
Person;PersonPhone;PersonPersonPhone;3;PhoneNumberTypeID;>-;Person.PhoneNumberType;PhoneNumberTypeID;1;FK_PersonPhone_PhoneNumberType_PhoneNumberTypeID;int
Person;PersonPhone;PersonPersonPhone;4;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Person;PhoneNumberType;PersonPhoneNumberType;1;PhoneNumberTypeID;NULL;NULL;NULL;NULL;NULL;int
Person;PhoneNumberType;PersonPhoneNumberType;2;Name;NULL;NULL;NULL;NULL;NULL;nvarchar
Person;PhoneNumberType;PersonPhoneNumberType;2;Name;NULL;NULL;NULL;NULL;NULL;sysname
Person;PhoneNumberType;PersonPhoneNumberType;2;Name;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;PhoneNumberType;PersonPhoneNumberType;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Person;PhoneNumberType;PersonPhoneNumberType;2;Name;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;PhoneNumberType;PersonPhoneNumberType;2;Name;NULL;NULL;NULL;NULL;NULL;Phone
Person;PhoneNumberType;PersonPhoneNumberType;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Person;StateProvince;PersonStateProvince;1;StateProvinceID;NULL;NULL;NULL;NULL;NULL;int
Person;StateProvince;PersonStateProvince;2;StateProvinceCode;NULL;NULL;NULL;NULL;NULL;nchar
Person;StateProvince;PersonStateProvince;3;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_StateProvince_CountryRegion_CountryRegionCode;nvarchar
Person;StateProvince;PersonStateProvince;3;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_StateProvince_CountryRegion_CountryRegionCode;sysname
Person;StateProvince;PersonStateProvince;3;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_StateProvince_CountryRegion_CountryRegionCode;AccountNumber
Person;StateProvince;PersonStateProvince;3;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_StateProvince_CountryRegion_CountryRegionCode;Name
Person;StateProvince;PersonStateProvince;3;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_StateProvince_CountryRegion_CountryRegionCode;OrderNumber
Person;StateProvince;PersonStateProvince;3;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_StateProvince_CountryRegion_CountryRegionCode;Phone
Person;StateProvince;PersonStateProvince;4;IsOnlyStateProvinceFlag;NULL;NULL;NULL;NULL;NULL;bit
Person;StateProvince;PersonStateProvince;4;IsOnlyStateProvinceFlag;NULL;NULL;NULL;NULL;NULL;Flag
Person;StateProvince;PersonStateProvince;4;IsOnlyStateProvinceFlag;NULL;NULL;NULL;NULL;NULL;NameStyle
Person;StateProvince;PersonStateProvince;5;Name;NULL;NULL;NULL;NULL;NULL;nvarchar
Person;StateProvince;PersonStateProvince;5;Name;NULL;NULL;NULL;NULL;NULL;sysname
Person;StateProvince;PersonStateProvince;5;Name;NULL;NULL;NULL;NULL;NULL;AccountNumber
Person;StateProvince;PersonStateProvince;5;Name;NULL;NULL;NULL;NULL;NULL;Name
Person;StateProvince;PersonStateProvince;5;Name;NULL;NULL;NULL;NULL;NULL;OrderNumber
Person;StateProvince;PersonStateProvince;5;Name;NULL;NULL;NULL;NULL;NULL;Phone
Person;StateProvince;PersonStateProvince;6;TerritoryID;>-;Sales.SalesTerritory;TerritoryID;1;FK_StateProvince_SalesTerritory_TerritoryID;int
Person;StateProvince;PersonStateProvince;7;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Person;StateProvince;PersonStateProvince;8;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;BillOfMaterials;ProductionBillOfMaterials;1;BillOfMaterialsID;NULL;NULL;NULL;NULL;NULL;int
Production;BillOfMaterials;ProductionBillOfMaterials;2;ProductAssemblyID;>-;Production.Product;ProductID;1;FK_BillOfMaterials_Product_ProductAssemblyID;int
Production;BillOfMaterials;ProductionBillOfMaterials;3;ComponentID;>-;Production.Product;ProductID;1;FK_BillOfMaterials_Product_ComponentID;int
Production;BillOfMaterials;ProductionBillOfMaterials;4;StartDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;BillOfMaterials;ProductionBillOfMaterials;5;EndDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;BillOfMaterials;ProductionBillOfMaterials;6;UnitMeasureCode;>-;Production.UnitMeasure;UnitMeasureCode;1;FK_BillOfMaterials_UnitMeasure_UnitMeasureCode;nchar
Production;BillOfMaterials;ProductionBillOfMaterials;7;BOMLevel;NULL;NULL;NULL;NULL;NULL;smallint
Production;BillOfMaterials;ProductionBillOfMaterials;8;PerAssemblyQty;NULL;NULL;NULL;NULL;NULL;decimal
Production;BillOfMaterials;ProductionBillOfMaterials;9;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Culture;ProductionCulture;1;CultureID;NULL;NULL;NULL;NULL;NULL;nchar
Production;Culture;ProductionCulture;2;Name;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Culture;ProductionCulture;2;Name;NULL;NULL;NULL;NULL;NULL;sysname
Production;Culture;ProductionCulture;2;Name;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Culture;ProductionCulture;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Production;Culture;ProductionCulture;2;Name;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Culture;ProductionCulture;2;Name;NULL;NULL;NULL;NULL;NULL;Phone
Production;Culture;ProductionCulture;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Document;ProductionDocument;1;DocumentNode;NULL;NULL;NULL;NULL;NULL;hierarchyid
Production;Document;ProductionDocument;1;DocumentNode;NULL;NULL;NULL;NULL;NULL;geometry
Production;Document;ProductionDocument;1;DocumentNode;NULL;NULL;NULL;NULL;NULL;geography
Production;Document;ProductionDocument;2;DocumentLevel;NULL;NULL;NULL;NULL;NULL;smallint
Production;Document;ProductionDocument;3;Title;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Document;ProductionDocument;3;Title;NULL;NULL;NULL;NULL;NULL;sysname
Production;Document;ProductionDocument;3;Title;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Document;ProductionDocument;3;Title;NULL;NULL;NULL;NULL;NULL;Name
Production;Document;ProductionDocument;3;Title;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Document;ProductionDocument;3;Title;NULL;NULL;NULL;NULL;NULL;Phone
Production;Document;ProductionDocument;4;Owner;>-;HumanResources.Employee;BusinessEntityID;1;FK_Document_Employee_Owner;int
Production;Document;ProductionDocument;5;FolderFlag;NULL;NULL;NULL;NULL;NULL;bit
Production;Document;ProductionDocument;5;FolderFlag;NULL;NULL;NULL;NULL;NULL;Flag
Production;Document;ProductionDocument;5;FolderFlag;NULL;NULL;NULL;NULL;NULL;NameStyle
Production;Document;ProductionDocument;6;FileName;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Document;ProductionDocument;6;FileName;NULL;NULL;NULL;NULL;NULL;sysname
Production;Document;ProductionDocument;6;FileName;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Document;ProductionDocument;6;FileName;NULL;NULL;NULL;NULL;NULL;Name
Production;Document;ProductionDocument;6;FileName;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Document;ProductionDocument;6;FileName;NULL;NULL;NULL;NULL;NULL;Phone
Production;Document;ProductionDocument;7;FileExtension;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Document;ProductionDocument;7;FileExtension;NULL;NULL;NULL;NULL;NULL;sysname
Production;Document;ProductionDocument;7;FileExtension;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Document;ProductionDocument;7;FileExtension;NULL;NULL;NULL;NULL;NULL;Name
Production;Document;ProductionDocument;7;FileExtension;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Document;ProductionDocument;7;FileExtension;NULL;NULL;NULL;NULL;NULL;Phone
Production;Document;ProductionDocument;8;Revision;NULL;NULL;NULL;NULL;NULL;nchar
Production;Document;ProductionDocument;9;ChangeNumber;NULL;NULL;NULL;NULL;NULL;int
Production;Document;ProductionDocument;10;Status;NULL;NULL;NULL;NULL;NULL;tinyint
Production;Document;ProductionDocument;11;DocumentSummary;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Document;ProductionDocument;11;DocumentSummary;NULL;NULL;NULL;NULL;NULL;sysname
Production;Document;ProductionDocument;11;DocumentSummary;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Document;ProductionDocument;11;DocumentSummary;NULL;NULL;NULL;NULL;NULL;Name
Production;Document;ProductionDocument;11;DocumentSummary;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Document;ProductionDocument;11;DocumentSummary;NULL;NULL;NULL;NULL;NULL;Phone
Production;Document;ProductionDocument;12;Document;NULL;NULL;NULL;NULL;NULL;varbinary
Production;Document;ProductionDocument;13;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Production;Document;ProductionDocument;14;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Illustration;ProductionIllustration;1;IllustrationID;NULL;NULL;NULL;NULL;NULL;int
Production;Illustration;ProductionIllustration;2;Diagram;NULL;NULL;NULL;NULL;NULL;xml
Production;Illustration;ProductionIllustration;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Location;ProductionLocation;1;LocationID;NULL;NULL;NULL;NULL;NULL;smallint
Production;Location;ProductionLocation;2;Name;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Location;ProductionLocation;2;Name;NULL;NULL;NULL;NULL;NULL;sysname
Production;Location;ProductionLocation;2;Name;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Location;ProductionLocation;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Production;Location;ProductionLocation;2;Name;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Location;ProductionLocation;2;Name;NULL;NULL;NULL;NULL;NULL;Phone
Production;Location;ProductionLocation;3;CostRate;NULL;NULL;NULL;NULL;NULL;smallmoney
Production;Location;ProductionLocation;4;Availability;NULL;NULL;NULL;NULL;NULL;decimal
Production;Location;ProductionLocation;5;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Product;ProductionProduct;1;ProductID;NULL;NULL;NULL;NULL;NULL;int
Production;Product;ProductionProduct;2;Name;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Product;ProductionProduct;2;Name;NULL;NULL;NULL;NULL;NULL;sysname
Production;Product;ProductionProduct;2;Name;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Product;ProductionProduct;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Production;Product;ProductionProduct;2;Name;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Product;ProductionProduct;2;Name;NULL;NULL;NULL;NULL;NULL;Phone
Production;Product;ProductionProduct;3;ProductNumber;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Product;ProductionProduct;3;ProductNumber;NULL;NULL;NULL;NULL;NULL;sysname
Production;Product;ProductionProduct;3;ProductNumber;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Product;ProductionProduct;3;ProductNumber;NULL;NULL;NULL;NULL;NULL;Name
Production;Product;ProductionProduct;3;ProductNumber;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Product;ProductionProduct;3;ProductNumber;NULL;NULL;NULL;NULL;NULL;Phone
Production;Product;ProductionProduct;4;MakeFlag;NULL;NULL;NULL;NULL;NULL;bit
Production;Product;ProductionProduct;4;MakeFlag;NULL;NULL;NULL;NULL;NULL;Flag
Production;Product;ProductionProduct;4;MakeFlag;NULL;NULL;NULL;NULL;NULL;NameStyle
Production;Product;ProductionProduct;5;FinishedGoodsFlag;NULL;NULL;NULL;NULL;NULL;bit
Production;Product;ProductionProduct;5;FinishedGoodsFlag;NULL;NULL;NULL;NULL;NULL;Flag
Production;Product;ProductionProduct;5;FinishedGoodsFlag;NULL;NULL;NULL;NULL;NULL;NameStyle
Production;Product;ProductionProduct;6;Color;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Product;ProductionProduct;6;Color;NULL;NULL;NULL;NULL;NULL;sysname
Production;Product;ProductionProduct;6;Color;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Product;ProductionProduct;6;Color;NULL;NULL;NULL;NULL;NULL;Name
Production;Product;ProductionProduct;6;Color;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Product;ProductionProduct;6;Color;NULL;NULL;NULL;NULL;NULL;Phone
Production;Product;ProductionProduct;7;SafetyStockLevel;NULL;NULL;NULL;NULL;NULL;smallint
Production;Product;ProductionProduct;8;ReorderPoint;NULL;NULL;NULL;NULL;NULL;smallint
Production;Product;ProductionProduct;9;StandardCost;NULL;NULL;NULL;NULL;NULL;money
Production;Product;ProductionProduct;10;ListPrice;NULL;NULL;NULL;NULL;NULL;money
Production;Product;ProductionProduct;11;Size;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;Product;ProductionProduct;11;Size;NULL;NULL;NULL;NULL;NULL;sysname
Production;Product;ProductionProduct;11;Size;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;Product;ProductionProduct;11;Size;NULL;NULL;NULL;NULL;NULL;Name
Production;Product;ProductionProduct;11;Size;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;Product;ProductionProduct;11;Size;NULL;NULL;NULL;NULL;NULL;Phone
Production;Product;ProductionProduct;12;SizeUnitMeasureCode;>-;Production.UnitMeasure;UnitMeasureCode;1;FK_Product_UnitMeasure_SizeUnitMeasureCode;nchar
Production;Product;ProductionProduct;13;WeightUnitMeasureCode;>-;Production.UnitMeasure;UnitMeasureCode;1;FK_Product_UnitMeasure_WeightUnitMeasureCode;nchar
Production;Product;ProductionProduct;14;Weight;NULL;NULL;NULL;NULL;NULL;decimal
Production;Product;ProductionProduct;15;DaysToManufacture;NULL;NULL;NULL;NULL;NULL;int
Production;Product;ProductionProduct;16;ProductLine;NULL;NULL;NULL;NULL;NULL;nchar
Production;Product;ProductionProduct;17;Class;NULL;NULL;NULL;NULL;NULL;nchar
Production;Product;ProductionProduct;18;Style;NULL;NULL;NULL;NULL;NULL;nchar
Production;Product;ProductionProduct;19;ProductSubcategoryID;>-;Production.ProductSubcategory;ProductSubcategoryID;1;FK_Product_ProductSubcategory_ProductSubcategoryID;int
Production;Product;ProductionProduct;20;ProductModelID;>-;Production.ProductModel;ProductModelID;1;FK_Product_ProductModel_ProductModelID;int
Production;Product;ProductionProduct;21;SellStartDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Product;ProductionProduct;22;SellEndDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Product;ProductionProduct;23;DiscontinuedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;Product;ProductionProduct;24;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Production;Product;ProductionProduct;25;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductCategory;ProductionProductCategory;1;ProductCategoryID;NULL;NULL;NULL;NULL;NULL;int
Production;ProductCategory;ProductionProductCategory;2;Name;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;ProductCategory;ProductionProductCategory;2;Name;NULL;NULL;NULL;NULL;NULL;sysname
Production;ProductCategory;ProductionProductCategory;2;Name;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;ProductCategory;ProductionProductCategory;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Production;ProductCategory;ProductionProductCategory;2;Name;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;ProductCategory;ProductionProductCategory;2;Name;NULL;NULL;NULL;NULL;NULL;Phone
Production;ProductCategory;ProductionProductCategory;3;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Production;ProductCategory;ProductionProductCategory;4;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductCostHistory;ProductionProductCostHistory;1;ProductID;>-;Production.Product;ProductID;1;FK_ProductCostHistory_Product_ProductID;int
Production;ProductCostHistory;ProductionProductCostHistory;2;StartDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductCostHistory;ProductionProductCostHistory;3;EndDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductCostHistory;ProductionProductCostHistory;4;StandardCost;NULL;NULL;NULL;NULL;NULL;money
Production;ProductCostHistory;ProductionProductCostHistory;5;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductDescription;ProductionProductDescription;1;ProductDescriptionID;NULL;NULL;NULL;NULL;NULL;int
Production;ProductDescription;ProductionProductDescription;2;Description;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;ProductDescription;ProductionProductDescription;2;Description;NULL;NULL;NULL;NULL;NULL;sysname
Production;ProductDescription;ProductionProductDescription;2;Description;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;ProductDescription;ProductionProductDescription;2;Description;NULL;NULL;NULL;NULL;NULL;Name
Production;ProductDescription;ProductionProductDescription;2;Description;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;ProductDescription;ProductionProductDescription;2;Description;NULL;NULL;NULL;NULL;NULL;Phone
Production;ProductDescription;ProductionProductDescription;3;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Production;ProductDescription;ProductionProductDescription;4;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductDocument;ProductionProductDocument;1;ProductID;>-;Production.Product;ProductID;1;FK_ProductDocument_Product_ProductID;int
Production;ProductDocument;ProductionProductDocument;2;DocumentNode;>-;Production.Document;DocumentNode;1;FK_ProductDocument_Document_DocumentNode;hierarchyid
Production;ProductDocument;ProductionProductDocument;2;DocumentNode;>-;Production.Document;DocumentNode;1;FK_ProductDocument_Document_DocumentNode;geometry
Production;ProductDocument;ProductionProductDocument;2;DocumentNode;>-;Production.Document;DocumentNode;1;FK_ProductDocument_Document_DocumentNode;geography
Production;ProductDocument;ProductionProductDocument;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductInventory;ProductionProductInventory;1;ProductID;>-;Production.Product;ProductID;1;FK_ProductInventory_Product_ProductID;int
Production;ProductInventory;ProductionProductInventory;2;LocationID;>-;Production.Location;LocationID;1;FK_ProductInventory_Location_LocationID;smallint
Production;ProductInventory;ProductionProductInventory;3;Shelf;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;ProductInventory;ProductionProductInventory;3;Shelf;NULL;NULL;NULL;NULL;NULL;sysname
Production;ProductInventory;ProductionProductInventory;3;Shelf;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;ProductInventory;ProductionProductInventory;3;Shelf;NULL;NULL;NULL;NULL;NULL;Name
Production;ProductInventory;ProductionProductInventory;3;Shelf;NULL;NULL;NULL;NULL;NULL;OrderNumber
Production;ProductInventory;ProductionProductInventory;3;Shelf;NULL;NULL;NULL;NULL;NULL;Phone
Production;ProductInventory;ProductionProductInventory;4;Bin;NULL;NULL;NULL;NULL;NULL;tinyint
Production;ProductInventory;ProductionProductInventory;5;Quantity;NULL;NULL;NULL;NULL;NULL;smallint
Production;ProductInventory;ProductionProductInventory;6;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Production;ProductInventory;ProductionProductInventory;7;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductListPriceHistory;ProductionProductListPriceHistory;1;ProductID;>-;Production.Product;ProductID;1;FK_ProductListPriceHistory_Product_ProductID;int
Production;ProductListPriceHistory;ProductionProductListPriceHistory;2;StartDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductListPriceHistory;ProductionProductListPriceHistory;3;EndDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductListPriceHistory;ProductionProductListPriceHistory;4;ListPrice;NULL;NULL;NULL;NULL;NULL;money
Production;ProductListPriceHistory;ProductionProductListPriceHistory;5;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;ProductModel;ProductionProductModel;1;ProductModelID;NULL;NULL;NULL;NULL;NULL;int
Production;ProductModel;ProductionProductModel;2;Name;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;ProductModel;ProductionProductModel;2;Name;NULL;NULL;NULL;NULL;NULL;sysname
Production;ProductModel;ProductionProductModel;2;Name;NULL;NULL;NULL;NULL;NULL;AccountNumber
Production;ProductModel;ProductionProductModel;2;Name;NULL;NULL;NULL;NULL;NULL;Name
