schema;table;column_id;column;fk_relation;relationship_entity;r_private_key;r_column_id;domain
Production;3;Primary;NULL;NULL;NULL;NULL;NULL;Flag
Production;4;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;ProductReviewID;NULL;NULL;NULL;NULL;NULL;int
Production;2;ProductID;>-;Production.Product;ProductID;1;FK_ProductReview_Product_ProductID;int
Production;3;ReviewerName;NULL;NULL;NULL;NULL;NULL;Name
Production;4;ReviewDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;5;EmailAddress;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;6;Rating;NULL;NULL;NULL;NULL;NULL;int
Production;7;Comments;NULL;NULL;NULL;NULL;NULL;nvarchar
Production;8;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;ProductSubcategoryID;NULL;NULL;NULL;NULL;NULL;int
Production;2;ProductCategoryID;>-;Production.ProductCategory;ProductCategoryID;1;FK_ProductSubcategory_ProductCategory_ProductCategoryID;int
Production;3;Name;NULL;NULL;NULL;NULL;NULL;Name
Production;4;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Production;5;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;ScrapReasonID;NULL;NULL;NULL;NULL;NULL;smallint
Production;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Production;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;TransactionID;NULL;NULL;NULL;NULL;NULL;int
Production;2;ProductID;>-;Production.Product;ProductID;1;FK_TransactionHistory_Product_ProductID;int
Production;3;ReferenceOrderID;NULL;NULL;NULL;NULL;NULL;int
Production;4;ReferenceOrderLineID;NULL;NULL;NULL;NULL;NULL;int
Production;5;TransactionDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;6;TransactionType;NULL;NULL;NULL;NULL;NULL;nchar
Production;7;Quantity;NULL;NULL;NULL;NULL;NULL;int
Production;8;ActualCost;NULL;NULL;NULL;NULL;NULL;money
Production;9;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;TransactionID;NULL;NULL;NULL;NULL;NULL;int
Production;2;ProductID;NULL;NULL;NULL;NULL;NULL;int
Production;3;ReferenceOrderID;NULL;NULL;NULL;NULL;NULL;int
Production;4;ReferenceOrderLineID;NULL;NULL;NULL;NULL;NULL;int
Production;5;TransactionDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;6;TransactionType;NULL;NULL;NULL;NULL;NULL;nchar
Production;7;Quantity;NULL;NULL;NULL;NULL;NULL;int
Production;8;ActualCost;NULL;NULL;NULL;NULL;NULL;money
Production;9;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;UnitMeasureCode;NULL;NULL;NULL;NULL;NULL;nchar
Production;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Production;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;WorkOrderID;NULL;NULL;NULL;NULL;NULL;int
Production;2;ProductID;>-;Production.Product;ProductID;1;FK_WorkOrder_Product_ProductID;int
Production;3;OrderQty;NULL;NULL;NULL;NULL;NULL;int
Production;4;StockedQty;NULL;NULL;NULL;NULL;NULL;int
Production;5;ScrappedQty;NULL;NULL;NULL;NULL;NULL;smallint
Production;6;StartDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;7;EndDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;8;DueDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;9;ScrapReasonID;>-;Production.ScrapReason;ScrapReasonID;1;FK_WorkOrder_ScrapReason_ScrapReasonID;smallint
Production;10;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;1;WorkOrderID;>-;Production.WorkOrder;WorkOrderID;1;FK_WorkOrderRouting_WorkOrder_WorkOrderID;int
Production;2;ProductID;NULL;NULL;NULL;NULL;NULL;int
Production;3;OperationSequence;NULL;NULL;NULL;NULL;NULL;smallint
Production;4;LocationID;>-;Production.Location;LocationID;1;FK_WorkOrderRouting_Location_LocationID;smallint
Production;5;ScheduledStartDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;6;ScheduledEndDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;7;ActualStartDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;8;ActualEndDate;NULL;NULL;NULL;NULL;NULL;datetime
Production;9;ActualResourceHrs;NULL;NULL;NULL;NULL;NULL;decimal
Production;10;PlannedCost;NULL;NULL;NULL;NULL;NULL;money
Production;11;ActualCost;NULL;NULL;NULL;NULL;NULL;money
Production;12;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;1;ProductID;>-;Production.Product;ProductID;1;FK_ProductVendor_Product_ProductID;int
Purchasing;2;BusinessEntityID;>-;Purchasing.Vendor;BusinessEntityID;1;FK_ProductVendor_Vendor_BusinessEntityID;int
Purchasing;3;AverageLeadTime;NULL;NULL;NULL;NULL;NULL;int
Purchasing;4;StandardPrice;NULL;NULL;NULL;NULL;NULL;money
Purchasing;5;LastReceiptCost;NULL;NULL;NULL;NULL;NULL;money
Purchasing;6;LastReceiptDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;7;MinOrderQty;NULL;NULL;NULL;NULL;NULL;int
Purchasing;8;MaxOrderQty;NULL;NULL;NULL;NULL;NULL;int
Purchasing;9;OnOrderQty;NULL;NULL;NULL;NULL;NULL;int
Purchasing;10;UnitMeasureCode;>-;Production.UnitMeasure;UnitMeasureCode;1;FK_ProductVendor_UnitMeasure_UnitMeasureCode;nchar
Purchasing;11;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;1;PurchaseOrderID;>-;Purchasing.PurchaseOrderHeader;PurchaseOrderID;1;FK_PurchaseOrderDetail_PurchaseOrderHeader_PurchaseOrderID;int
Purchasing;2;PurchaseOrderDetailID;NULL;NULL;NULL;NULL;NULL;int
Purchasing;3;DueDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;4;OrderQty;NULL;NULL;NULL;NULL;NULL;smallint
Purchasing;5;ProductID;>-;Production.Product;ProductID;1;FK_PurchaseOrderDetail_Product_ProductID;int
Purchasing;6;UnitPrice;NULL;NULL;NULL;NULL;NULL;money
Purchasing;7;LineTotal;NULL;NULL;NULL;NULL;NULL;money
Purchasing;8;ReceivedQty;NULL;NULL;NULL;NULL;NULL;decimal
Purchasing;9;RejectedQty;NULL;NULL;NULL;NULL;NULL;decimal
Purchasing;10;StockedQty;NULL;NULL;NULL;NULL;NULL;decimal
Purchasing;11;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;1;PurchaseOrderID;NULL;NULL;NULL;NULL;NULL;int
Purchasing;2;RevisionNumber;NULL;NULL;NULL;NULL;NULL;tinyint
Purchasing;3;Status;NULL;NULL;NULL;NULL;NULL;tinyint
Purchasing;4;EmployeeID;>-;HumanResources.Employee;BusinessEntityID;1;FK_PurchaseOrderHeader_Employee_EmployeeID;int
Purchasing;5;VendorID;>-;Purchasing.Vendor;BusinessEntityID;1;FK_PurchaseOrderHeader_Vendor_VendorID;int
Purchasing;6;ShipMethodID;>-;Purchasing.ShipMethod;ShipMethodID;1;FK_PurchaseOrderHeader_ShipMethod_ShipMethodID;int
Purchasing;7;OrderDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;8;ShipDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;9;SubTotal;NULL;NULL;NULL;NULL;NULL;money
Purchasing;10;TaxAmt;NULL;NULL;NULL;NULL;NULL;money
Purchasing;11;Freight;NULL;NULL;NULL;NULL;NULL;money
Purchasing;12;TotalDue;NULL;NULL;NULL;NULL;NULL;money
Purchasing;13;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;1;ShipMethodID;NULL;NULL;NULL;NULL;NULL;int
Purchasing;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Purchasing;3;ShipBase;NULL;NULL;NULL;NULL;NULL;money
Purchasing;4;ShipRate;NULL;NULL;NULL;NULL;NULL;money
Purchasing;5;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Purchasing;6;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Purchasing;1;BusinessEntityID;>-;Person.BusinessEntity;BusinessEntityID;1;FK_Vendor_BusinessEntity_BusinessEntityID;int
Purchasing;2;AccountNumber;NULL;NULL;NULL;NULL;NULL;AccountNumber
Purchasing;3;Name;NULL;NULL;NULL;NULL;NULL;Name
Purchasing;4;CreditRating;NULL;NULL;NULL;NULL;NULL;tinyint
Purchasing;5;PreferredVendorStatus;NULL;NULL;NULL;NULL;NULL;Flag
Purchasing;6;ActiveFlag;NULL;NULL;NULL;NULL;NULL;Flag
Purchasing;7;PurchasingWebServiceURL;NULL;NULL;NULL;NULL;NULL;nvarchar
Purchasing;8;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_CountryRegionCurrency_CountryRegion_CountryRegionCode;nvarchar
Sales;2;CurrencyCode;>-;Sales.Currency;CurrencyCode;1;FK_CountryRegionCurrency_Currency_CurrencyCode;nchar
Sales;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;CreditCardID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;CardType;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;3;CardNumber;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;4;ExpMonth;NULL;NULL;NULL;NULL;NULL;tinyint
Sales;5;ExpYear;NULL;NULL;NULL;NULL;NULL;smallint
Sales;6;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;CurrencyCode;NULL;NULL;NULL;NULL;NULL;nchar
Sales;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Sales;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;CurrencyRateID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;CurrencyRateDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;3;FromCurrencyCode;>-;Sales.Currency;CurrencyCode;1;FK_CurrencyRate_Currency_FromCurrencyCode;nchar
Sales;4;ToCurrencyCode;>-;Sales.Currency;CurrencyCode;1;FK_CurrencyRate_Currency_ToCurrencyCode;nchar
Sales;5;AverageRate;NULL;NULL;NULL;NULL;NULL;money
Sales;6;EndOfDayRate;NULL;NULL;NULL;NULL;NULL;money
Sales;7;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;CustomerID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;PersonID;>-;Person.Person;BusinessEntityID;1;FK_Customer_Person_PersonID;int
Sales;3;StoreID;>-;Sales.Store;BusinessEntityID;1;FK_Customer_Store_StoreID;int
Sales;4;TerritoryID;>-;Sales.SalesTerritory;TerritoryID;1;FK_Customer_SalesTerritory_TerritoryID;int
Sales;5;AccountNumber;NULL;NULL;NULL;NULL;NULL;varchar
Sales;6;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;7;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;BusinessEntityID;>-;Person.Person;BusinessEntityID;1;FK_PersonCreditCard_Person_BusinessEntityID;int
Sales;2;CreditCardID;>-;Sales.CreditCard;CreditCardID;1;FK_PersonCreditCard_CreditCard_CreditCardID;int
Sales;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;SalesOrderID;>-;Sales.SalesOrderHeader;SalesOrderID;1;FK_SalesOrderDetail_SalesOrderHeader_SalesOrderID;int
Sales;2;SalesOrderDetailID;NULL;NULL;NULL;NULL;NULL;int
Sales;3;CarrierTrackingNumber;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;4;OrderQty;NULL;NULL;NULL;NULL;NULL;smallint
Sales;5;ProductID;>-;Sales.SpecialOfferProduct;ProductID;2;FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID;int
Sales;6;SpecialOfferID;>-;Sales.SpecialOfferProduct;SpecialOfferID;1;FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID;int
Sales;7;UnitPrice;NULL;NULL;NULL;NULL;NULL;money
Sales;8;UnitPriceDiscount;NULL;NULL;NULL;NULL;NULL;money
Sales;9;LineTotal;NULL;NULL;NULL;NULL;NULL;numeric
Sales;10;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;11;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;SalesOrderID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;RevisionNumber;NULL;NULL;NULL;NULL;NULL;tinyint
Sales;3;OrderDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;4;DueDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;5;ShipDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;6;Status;NULL;NULL;NULL;NULL;NULL;tinyint
Sales;7;OnlineOrderFlag;NULL;NULL;NULL;NULL;NULL;Flag
Sales;8;SalesOrderNumber;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;9;PurchaseOrderNumber;NULL;NULL;NULL;NULL;NULL;OrderNumber
Sales;10;AccountNumber;NULL;NULL;NULL;NULL;NULL;AccountNumber
Sales;11;CustomerID;>-;Sales.Customer;CustomerID;1;FK_SalesOrderHeader_Customer_CustomerID;int
Sales;12;SalesPersonID;>-;Sales.SalesPerson;BusinessEntityID;1;FK_SalesOrderHeader_SalesPerson_SalesPersonID;int
Sales;13;TerritoryID;>-;Sales.SalesTerritory;TerritoryID;1;FK_SalesOrderHeader_SalesTerritory_TerritoryID;int
Sales;14;BillToAddressID;>-;Person.Address;AddressID;1;FK_SalesOrderHeader_Address_BillToAddressID;int
Sales;15;ShipToAddressID;>-;Person.Address;AddressID;1;FK_SalesOrderHeader_Address_ShipToAddressID;int
Sales;16;ShipMethodID;>-;Purchasing.ShipMethod;ShipMethodID;1;FK_SalesOrderHeader_ShipMethod_ShipMethodID;int
Sales;17;CreditCardID;>-;Sales.CreditCard;CreditCardID;1;FK_SalesOrderHeader_CreditCard_CreditCardID;int
Sales;18;CreditCardApprovalCode;NULL;NULL;NULL;NULL;NULL;varchar
Sales;19;CurrencyRateID;>-;Sales.CurrencyRate;CurrencyRateID;1;FK_SalesOrderHeader_CurrencyRate_CurrencyRateID;int
Sales;20;SubTotal;NULL;NULL;NULL;NULL;NULL;money
Sales;21;TaxAmt;NULL;NULL;NULL;NULL;NULL;money
Sales;22;Freight;NULL;NULL;NULL;NULL;NULL;money
Sales;23;TotalDue;NULL;NULL;NULL;NULL;NULL;money
Sales;24;Comment;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;25;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;26;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;SalesOrderID;>-;Sales.SalesOrderHeader;SalesOrderID;1;FK_SalesOrderHeaderSalesReason_SalesOrderHeader_SalesOrderID;int
Sales;2;SalesReasonID;>-;Sales.SalesReason;SalesReasonID;1;FK_SalesOrderHeaderSalesReason_SalesReason_SalesReasonID;int
Sales;3;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;BusinessEntityID;>-;HumanResources.Employee;BusinessEntityID;1;FK_SalesPerson_Employee_BusinessEntityID;int
Sales;2;TerritoryID;>-;Sales.SalesTerritory;TerritoryID;1;FK_SalesPerson_SalesTerritory_TerritoryID;int
Sales;3;SalesQuota;NULL;NULL;NULL;NULL;NULL;money
Sales;4;Bonus;NULL;NULL;NULL;NULL;NULL;money
Sales;5;CommissionPct;NULL;NULL;NULL;NULL;NULL;smallmoney
Sales;6;SalesYTD;NULL;NULL;NULL;NULL;NULL;money
Sales;7;SalesLastYear;NULL;NULL;NULL;NULL;NULL;money
Sales;8;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;9;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;BusinessEntityID;>-;Sales.SalesPerson;BusinessEntityID;1;FK_SalesPersonQuotaHistory_SalesPerson_BusinessEntityID;int
Sales;2;QuotaDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;3;SalesQuota;NULL;NULL;NULL;NULL;NULL;money
Sales;4;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;5;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;SalesReasonID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Sales;3;ReasonType;NULL;NULL;NULL;NULL;NULL;Name
Sales;4;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;SalesTaxRateID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;StateProvinceID;>-;Person.StateProvince;StateProvinceID;1;FK_SalesTaxRate_StateProvince_StateProvinceID;int
Sales;3;TaxType;NULL;NULL;NULL;NULL;NULL;tinyint
Sales;4;TaxRate;NULL;NULL;NULL;NULL;NULL;smallmoney
Sales;5;Name;NULL;NULL;NULL;NULL;NULL;Name
Sales;6;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;7;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;TerritoryID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Sales;3;CountryRegionCode;>-;Person.CountryRegion;CountryRegionCode;1;FK_SalesTerritory_CountryRegion_CountryRegionCode;nvarchar
Sales;4;Group;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;5;SalesYTD;NULL;NULL;NULL;NULL;NULL;money
Sales;6;SalesLastYear;NULL;NULL;NULL;NULL;NULL;money
Sales;7;CostYTD;NULL;NULL;NULL;NULL;NULL;money
Sales;8;CostLastYear;NULL;NULL;NULL;NULL;NULL;money
Sales;9;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;10;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;BusinessEntityID;>-;Sales.SalesPerson;BusinessEntityID;1;FK_SalesTerritoryHistory_SalesPerson_BusinessEntityID;int
Sales;2;TerritoryID;>-;Sales.SalesTerritory;TerritoryID;1;FK_SalesTerritoryHistory_SalesTerritory_TerritoryID;int
Sales;3;StartDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;4;EndDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;5;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;6;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;ShoppingCartItemID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;ShoppingCartID;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;3;Quantity;NULL;NULL;NULL;NULL;NULL;int
Sales;4;ProductID;>-;Production.Product;ProductID;1;FK_ShoppingCartItem_Product_ProductID;int
Sales;5;DateCreated;NULL;NULL;NULL;NULL;NULL;datetime
Sales;6;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;SpecialOfferID;NULL;NULL;NULL;NULL;NULL;int
Sales;2;Description;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;3;DiscountPct;NULL;NULL;NULL;NULL;NULL;smallmoney
Sales;4;Type;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;5;Category;NULL;NULL;NULL;NULL;NULL;nvarchar
Sales;6;StartDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;7;EndDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;8;MinQty;NULL;NULL;NULL;NULL;NULL;int
Sales;9;MaxQty;NULL;NULL;NULL;NULL;NULL;int
Sales;10;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;11;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;SpecialOfferID;>-;Sales.SpecialOffer;SpecialOfferID;1;FK_SpecialOfferProduct_SpecialOffer_SpecialOfferID;int
Sales;2;ProductID;>-;Production.Product;ProductID;1;FK_SpecialOfferProduct_Product_ProductID;int
Sales;3;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;4;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
Sales;1;BusinessEntityID;>-;Person.BusinessEntity;BusinessEntityID;1;FK_Store_BusinessEntity_BusinessEntityID;int
Sales;2;Name;NULL;NULL;NULL;NULL;NULL;Name
Sales;3;SalesPersonID;>-;Sales.SalesPerson;BusinessEntityID;1;FK_Store_SalesPerson_SalesPersonID;int
Sales;4;Demographics;NULL;NULL;NULL;NULL;NULL;xml
Sales;5;rowguid;NULL;NULL;NULL;NULL;NULL;uniqueidentifier
Sales;6;ModifiedDate;NULL;NULL;NULL;NULL;NULL;datetime
